x,y
2039.0,1044
2040.0,1083
2041.0,1078
2042.0,1052
2043.0,1101
2044.0,1060
2045.0,1035
2046.0,1092
2047.0,1124
2048.0,1084
2049.0,1078
2050.0,2054
2051.0,1034
2052.0,143
2053.0,843
2054.0,1017
2055.0,1022
2056.0,961
2057.0,865
2058.0,905
2059.0,1030
2060.0,1104
2061.0,1049
2062.0,964
2063.0,976
2064.0,1124
2065.0,1157
2066.0,1163
2067.0,1147
2068.0,1114
2069.0,1088
2070.0,1056
2071.0,1077
2072.0,1068
2073.0,952
2074.0,998
2075.0,987
2076.0,967
2077.0,995
2078.0,974
2079.0,918
2080.0,980
2081.0,1000
2082.0,986
2083.0,989
2084.0,1061
2085.0,1073
2086.0,952
2087.0,973
2088.0,1013
2089.0,1002
2090.0,960
2091.0,992
2092.0,1007
2093.0,930
2094.0,894
2095.0,978
2096.0,984
2097.0,945
2098.0,916
2099.0,986
2100.0,1036
2101.0,1022
2102.0,1076
2103.0,1074
2104.0,1133
2105.0,1127
2106.0,1108
2107.0,1075
2108.0,1020
2109.0,1022
2110.0,906
2111.0,839
2112.0,133
2113.0,640
2114.0,180
2115.0,525
2116.0,234
2117.0,584
2118.0,216
2119.0,160
2120.0,345
2121.0,1309
2122.0,824
2123.0,1804
2124.0,965
2125.0,978
2126.0,1055
2127.0,1075
2128.0,1053
2129.0,1069
2130.0,1122
2131.0,1156
2132.0,1092
2133.0,1144
2134.0,1112
2135.0,1126
2136.0,1118
2137.0,1084
2138.0,1138
2139.0,1143
2140.0,1094
2141.0,1116
2142.0,992
2143.0,904
2144.0,487
2145.0,1229
2146.0,163
2147.0,529
2148.0,336
2149.0,325
2150.0,537
2151.0,928
2152.0,860
2153.0,1019
2154.0,1072
2155.0,997
2156.0,1069
2157.0,1055
2158.0,1135
2159.0,823
2160.0,1382
2161.0,445
2162.0,692
2163.0,1010
2164.0,460
2165.0,667
2166.0,1085
2167.0,1095
2168.0,298
2169.0,398
2170.0,206
2171.0,1272
2172.0,1109
2173.0,1139
2174.0,1152
2175.0,1140
2176.0,1178
2177.0,1109
2178.0,255
2179.0,291
2180.0,321
2181.0,260
2182.0,282
2183.0,343
2184.0,307
2185.0,327
2186.0,543
2187.0,62
2188.0,734
2189.0,962
2190.0,995
2191.0,1018
2192.0,998
2193.0,1030
2194.0,973
2195.0,995
2196.0,1059
2197.0,1022
2198.0,1056
2199.0,184
2200.0,423
2201.0,541
2202.0,759
2203.0,291
2204.0,333
2205.0,111
2206.0,216
2207.0,287
2208.0,321
2209.0,200
2210.0,897
2211.0,71
2212.0,435
2213.0,62
2214.0,515
2215.0,223
2216.0,1094
2217.0,563
2218.0,417
2219.0,394
2220.0,855
2221.0,3246
2222.0,785
2223.0,400
2224.0,4521
