Time,Vertical,Lateral,Sagittal
24/09/2019 12:42:26.961,1972,2051,2069
24/09/2019 12:42:26.971,1970,2050,2071
24/09/2019 12:42:26.981,1970,2051,2069
24/09/2019 12:42:26.991,1970,2051,2068
24/09/2019 12:42:27.001,1972,2051,2069
24/09/2019 12:42:27.011,1968,2052,2067
24/09/2019 12:42:27.021,1969,2050,2068
24/09/2019 12:42:27.031,1968,2050,2069
24/09/2019 12:42:27.041,1969,2052,2068
24/09/2019 12:42:27.051,1970,2050,2069
24/09/2019 12:42:27.061,1970,2051,2068
24/09/2019 12:42:27.071,1971,2053,2069
24/09/2019 12:42:27.081,1970,2052,2069
24/09/2019 12:42:27.091,1970,2052,2069
24/09/2019 12:42:27.101,1971,2050,2070
24/09/2019 12:42:27.111,1973,2051,2070
24/09/2019 12:42:27.121,1972,2051,2071
24/09/2019 12:42:27.131,1972,2051,2069
24/09/2019 12:42:27.141,1972,2052,2070
24/09/2019 12:42:27.151,1971,2050,2068
24/09/2019 12:42:27.161,1972,2050,2070
24/09/2019 12:42:27.171,1971,2051,2072
