Time,Vertical,Lateral,Sagittal
17/10/2019 08:59:00.297,2069,2111,2003
17/10/2019 08:59:00.307,2069,2112,2003
17/10/2019 08:59:00.317,2074,2112,2006
17/10/2019 08:59:00.327,2075,2111,2006
17/10/2019 08:59:00.337,2077,2108,2004
17/10/2019 08:59:00.347,2072,2108,2005
17/10/2019 08:59:00.357,2067,2109,2003
17/10/2019 08:59:00.367,2067,2109,2002
17/10/2019 08:59:00.377,2065,2108,2001
17/10/2019 08:59:00.387,2065,2106,2001
17/10/2019 08:59:00.397,2067,2108,2002
17/10/2019 08:59:00.407,2067,2109,2001
17/10/2019 08:59:00.417,2067,2107,2000
17/10/2019 08:59:00.427,2065,2107,1996
17/10/2019 08:59:00.437,2065,2110,1997
17/10/2019 08:59:00.447,2067,2109,1994
17/10/2019 08:59:00.457,2067,2109,1994
17/10/2019 08:59:00.467,2065,2107,1995
17/10/2019 08:59:00.477,2067,2107,1995
17/10/2019 08:59:00.487,2067,2105,1993
17/10/2019 08:59:00.497,2066,2107,1992
17/10/2019 08:59:00.507,2068,2104,1995
17/10/2019 08:59:00.517,2072,2102,1998
17/10/2019 08:59:00.527,2075,2101,1998
17/10/2019 08:59:00.537,2075,2101,1999
17/10/2019 08:59:00.547,2076,2101,2000
17/10/2019 08:59:00.557,2070,2104,2000
17/10/2019 08:59:00.567,2070,2103,2000
17/10/2019 08:59:00.577,2069,2104,1999
17/10/2019 08:59:00.587,2068,2103,2000
17/10/2019 08:59:00.597,2065,2104,2000
17/10/2019 08:59:00.607,2064,2104,2000
17/10/2019 08:59:00.617,2062,2107,2000
17/10/2019 08:59:00.627,2062,2108,2001
17/10/2019 08:59:00.637,2062,2109,2002
17/10/2019 08:59:00.647,2063,2109,2001
17/10/2019 08:59:00.657,2067,2111,2001
17/10/2019 08:59:00.667,2068,2110,2002
17/10/2019 08:59:00.677,2070,2111,2001
17/10/2019 08:59:00.687,2069,2111,2001
17/10/2019 08:59:00.697,2070,2111,2002
17/10/2019 08:59:00.707,2069,2114,2002
17/10/2019 08:59:00.717,2068,2113,2002
17/10/2019 08:59:00.727,2070,2113,2002
17/10/2019 08:59:00.737,2070,2113,2003
17/10/2019 08:59:00.747,2073,2113,2002
17/10/2019 08:59:00.757,2072,2112,2001
17/10/2019 08:59:00.767,2072,2112,2001
17/10/2019 08:59:00.777,2073,2112,2001
17/10/2019 08:59:00.787,2075,2111,2002
17/10/2019 08:59:00.797,2077,2111,2002
17/10/2019 08:59:00.807,2078,2110,2001
17/10/2019 08:59:00.817,2078,2111,2001
17/10/2019 08:59:00.827,2079,2111,2000
17/10/2019 08:59:00.837,2079,2112,1996
17/10/2019 08:59:00.847,2080,2111,1998
17/10/2019 08:59:00.857,2081,2111,1998
17/10/2019 08:59:00.867,2080,2113,1999
17/10/2019 08:59:00.877,2078,2112,1999
17/10/2019 08:59:00.887,2077,2109,1999
17/10/2019 08:59:00.897,2078,2105,2000
17/10/2019 08:59:00.907,2077,2107,1997
17/10/2019 08:59:00.917,2077,2106,1997
17/10/2019 08:59:00.927,2075,2104,1996
17/10/2019 08:59:00.937,2073,2102,1996
17/10/2019 08:59:00.947,2071,2102,1997
17/10/2019 08:59:00.957,2071,2101,1995
17/10/2019 08:59:00.967,2071,2104,1993
17/10/2019 08:59:00.977,2070,2103,1990
17/10/2019 08:59:00.987,2067,2104,1986
17/10/2019 08:59:00.997,2066,2103,1987
17/10/2019 08:59:01.007,2064,2103,1988
17/10/2019 08:59:01.017,2063,2104,1986
17/10/2019 08:59:01.027,2063,2106,1987
17/10/2019 08:59:01.037,2063,2103,1986
17/10/2019 08:59:01.047,2063,2103,1988
17/10/2019 08:59:01.057,2063,2104,1990
17/10/2019 08:59:01.067,2063,2101,1993
17/10/2019 08:59:01.077,2063,2100,1995
17/10/2019 08:59:01.087,2064,2101,1996
17/10/2019 08:59:01.097,2063,2102,1998
17/10/2019 08:59:01.107,2065,2099,1999
17/10/2019 08:59:01.117,2065,2101,1999
17/10/2019 08:59:01.127,2066,2099,1998
17/10/2019 08:59:01.137,2067,2100,1999
17/10/2019 08:59:01.147,2066,2101,1997
17/10/2019 08:59:01.157,2067,2102,1995
17/10/2019 08:59:01.167,2066,2103,1997
17/10/2019 08:59:01.177,2065,2103,1998
17/10/2019 08:59:01.187,2067,2102,1999
17/10/2019 08:59:01.197,2066,2099,2000
17/10/2019 08:59:01.207,2064,2101,2000
17/10/2019 08:59:01.217,2063,2100,1999
17/10/2019 08:59:01.227,2065,2100,2000
17/10/2019 08:59:01.237,2068,2100,1998
17/10/2019 08:59:01.247,2073,2099,1995
17/10/2019 08:59:01.257,2077,2100,1994
17/10/2019 08:59:01.267,2078,2103,1992
17/10/2019 08:59:01.277,2077,2106,1994
17/10/2019 08:59:01.287,2076,2106,1990
17/10/2019 08:59:01.297,2074,2105,1994
17/10/2019 08:59:01.307,2072,2108,1995
17/10/2019 08:59:01.317,2071,2105,1996
17/10/2019 08:59:01.327,2073,2102,1998
17/10/2019 08:59:01.337,2079,2103,1996
17/10/2019 08:59:01.347,2087,2100,1996
17/10/2019 08:59:01.357,2091,2099,1999
17/10/2019 08:59:01.367,2093,2098,2001
17/10/2019 08:59:01.377,2094,2096,2004
17/10/2019 08:59:01.387,2091,2095,2009
17/10/2019 08:59:01.397,2088,2095,2010
17/10/2019 08:59:01.407,2083,2097,2009
17/10/2019 08:59:01.417,2081,2100,2006
17/10/2019 08:59:01.427,2081,2100,2004
17/10/2019 08:59:01.437,2080,2099,2002
17/10/2019 08:59:01.447,2083,2098,2004
17/10/2019 08:59:01.457,2087,2097,2006
17/10/2019 08:59:01.467,2086,2095,2011
17/10/2019 08:59:01.477,2083,2094,2015
17/10/2019 08:59:01.487,2082,2095,2017
17/10/2019 08:59:01.497,2080,2096,2017
17/10/2019 08:59:01.507,2081,2096,2019
17/10/2019 08:59:01.517,2087,2096,2016
17/10/2019 08:59:01.527,2091,2100,2011
17/10/2019 08:59:01.537,2091,2106,2006
17/10/2019 08:59:01.547,2085,2110,2003
